original_title,genre_ids,popularity,vote_average,vote_count,year
Well Wishes,"[12, 35, 18]",1.378,4.9,8,2015
Chokeslam,[35],1.377,4.6,10,2016
Flatbush Luck,"[10749, 35, 80, 18]",1.376,6.0,3,2016
Jim: The James Foley Story,[99],1.375,7.9,21,2016
Gorenos,[27],1.375,5.8,5,2016
A Puppy for Christmas,[10751],1.373,5.3,11,2016
FML,[35],1.371,10.0,2,2016
Harry Benson: Shoot First,[99],1.368,6.9,11,2016
"Accidental Courtesy: Daryl Davis, Race & America",[99],1.365,7.9,13,2016
Kenneth Branagh Theatre Company Live: Romeo and Juliet,"[18, 10749]",1.363,7.7,12,2016
Bad Black,"[28, 35]",1.361,7.6,5,2016
It Watches,[53],1.361,3.1,7,2016
Sleigh Bells Ring,"[10751, 10770, 10749]",1.36,6.1,20,2016
Den of Darkness,"[27, 53]",1.36,3.1,4,2016
Retake,"[10749, 18]",1.359,6.8,10,2016
National Bird,[99],1.356,7.0,15,2016
Tickling Giants,[99],1.351,8.0,14,2017
Terror Birds,"[878, 27]",1.351,4.6,8,2016
Closet Space,[27],1.347,6.6,15,2016
Shadow World,[99],1.346,7.7,7,2016
ก้านกล้วย 2,"[12, 16]",1.346,6.0,1,2016
Annemin Yarası,"[10752, 18, 9648]",1.344,7.4,13,2016
The Birth of Saké,[99],1.341,7.3,21,2015
Everything Is Copy,[99],1.338,7.7,12,2015
The Loner,"[28, 9648, 80, 53]",1.336,4.7,3,2016
Mommy's Little Girl,"[10770, 18]",1.335,5.0,12,2016
Live Cargo,"[18, 53]",1.328,5.7,7,2016
To Keep the Light,"[18, 36]",1.325,6.0,3,2016
Christmas with the Andersons,"[10770, 10751, 35]",1.322,6.5,4,2016
Memory Box,[18],1.321,6.0,4,2016
Girl Flu.,[35],1.321,4.6,7,2016
Deadpool: From Comics to Screen... to Screen,[99],1.32,5.8,7,2016
Star Wars Rebels: Steps Into Shadow,"[16, 878, 28, 12]",1.319,8.3,6,2016
A Husband for Christmas,"[18, 35, 10770, 10749]",1.319,6.4,5,2016
Sins of Our Youth,"[53, 18]",1.318,4.8,7,2016
Best and Most Beautiful Things,[99],1.315,6.0,3,2016
Bourek,"[18, 35]",1.314,7.0,3,2016
Relève,[99],1.311,7.7,14,2016
Overwatch Animated Short: Alive,"[16, 28, 12]",1.306,7.5,27,2016
Lights,[878],1.302,5.3,4,2016
Late Shift,"[80, 53]",1.3,6.9,8,2016
His Secret Past,[53],1.298,5.8,5,2016
Hearts of Spring,"[10749, 10770]",1.296,6.4,9,2016
Asperger's Are Us,[99],1.295,6.2,10,2016
House by the Lake,"[27, 53]",1.294,3.5,4,2016
Ghayal Once Again,[],1.293,6.0,11,2016
Remote Paradise,[53],1.293,1.3,4,2016
Desiree,"[53, 80, 18]",1.292,3.0,3,2016
Girl in Woods,"[18, 27, 53]",1.289,4.7,11,2016
从你的全世界路过,[10749],1.287,7.0,2,2016
The Perfect Daughter,"[10770, 18]",1.285,5.8,4,2016
Swing State,[35],1.285,3.2,5,2017
Author: The JT LeRoy Story,[99],1.282,6.6,13,2016
Loserville,"[10751, 35]",1.274,5.8,4,2016
Sensoria,"[53, 18, 27]",1.274,4.4,7,2015
Enlighten Us: The Rise and Fall of James Arthur Ray,[99],1.271,5.9,13,2016
Kate Plays Christine,"[99, 18]",1.269,4.8,13,2016
Heart of a Dog,[99],1.264,6.8,17,2015
Dobra žena,[18],1.263,6.9,11,2016
Cut to the Chase,"[28, 80, 53]",1.263,6.6,5,2017
Forsaken,[27],1.262,3.7,15,2016
Dam Sharks!,"[28, 27, 878]",1.261,4.9,8,2016
Fare,"[18, 53]",1.26,4.2,5,2017
A Molyember incidens,"[53, 27]",1.26,3.3,8,2016
Bigfoot vs. Zombies,[27],1.259,3.1,10,2016
Breaking the Bank,[35],1.258,4.4,5,2016
Pushing Dead,"[35, 18]",1.257,8.3,3,2016
Lazy Eye,"[10749, 35, 18]",1.256,6.6,16,2016
The Forest,"[18, 27, 14]",1.255,5.9,15,2016
Map of Hell,[99],1.253,6.0,1,2016
Cropped,[],1.253,6.0,1,2016
Homo Sapiens,[99],1.25,7.3,12,2016
Casa Vita,"[10751, 10770]",1.25,7.2,16,2016
Top Spin,[99],1.249,6.9,10,2014
Heritage Falls,"[10751, 35, 18]",1.248,5.5,4,2016
Miss India America,"[10751, 35, 18]",1.247,5.4,12,2016
Finding Sofia,[35],1.246,6.8,4,2016
Grindsploitation,"[27, 28, 80]",1.244,4.5,4,2016
"Sweet, Sweet Lonely Girl","[18, 27, 53]",1.243,6.1,17,2016
Who's Driving Doug,[18],1.241,5.7,7,2016
Observance,"[53, 27, 9648]",1.241,4.9,24,2016
50 Years of Star Trek,[99],1.235,7.3,8,2016
Amityville: No Escape,[27],1.232,1.7,3,2016
#WhereIsBeauty,"[10751, 18]",1.23,10.0,1,2016
珍遊記,[35],1.229,6.5,2,2016
House of Manson,"[80, 18, 53]",1.228,5.0,9,2014
TSUKIJI WONDERLAND,[99],1.227,8.0,4,2016
Weenie,[16],1.227,5.0,3,2016
Sharknado: Heart of Sharkness,[],1.227,4.5,4,2016
Confessions,"[35, 18, 27, 53]",1.226,9.3,4,2016
チリンの鈴,"[16, 18, 10751]",1.226,6.9,11,1983
The Realest Real,[35],1.226,6.8,4,2016
The Brooklyn Banker,"[28, 18, 80]",1.226,4.8,4,2016
A Fighting Chance,"[12, 28, 18, 10751]",1.226,0.5,4,2016
O Porteiro do dia,[10749],1.225,7.8,2,2016
Essex Vendetta,[18],1.224,3.3,4,2016
Macho,[],1.223,5.7,16,2016
El sueño del Mara'akame,[],1.218,6.0,1,2016
The Careful Massacre of the Bourgeoisie,"[35, 27]",1.216,7.0,2,2016
Transformers: Combiner Wars,"[16, 878]",1.215,5.3,3,2016
Aquí no ha pasado nada,[18],1.213,6.8,9,2016
The Falls: Covenant of Grace,"[10749, 18]",1.212,8.4,9,2016
American Anarchist,[99],1.21,6.7,24,2016
Hara Kiri,"[10749, 12, 18]",1.198,7.0,3,2016
5150,"[18, 53]",1.197,5.7,3,2016
Her Dark Past,[53],1.197,5.0,6,2016
Minutes Past Midnight,"[27, 53]",1.193,4.8,23,2016
Ninjago: Masters of Spinjitzu - Day of the Departed,[16],1.192,7.1,7,2016
Baden Baden,[18],1.192,5.9,14,2016
Change of Heart,"[10770, 10749]",1.192,5.8,6,2016
Menorca,[18],1.191,4.6,5,2016
"Jia Zhangke, Um Homem de Fenyang",[99],1.189,7.3,3,2016
Actor in Law,"[35, 18, 10751, 14, 10749]",1.188,7.9,8,2016
Weepah Way For Now,"[18, 35]",1.188,6.5,6,2015
Chosen,"[18, 10752]",1.187,4.2,14,2016
Summer Camp Island,"[16, 12]",1.186,8.0,2,2017
The C Word,[99],1.186,7.4,7,2016
Big Bad,"[878, 28, 12, 35, 53, 27]",1.186,3.9,9,2016
The Lego Movie 4D: A New Adventure,"[10751, 16]",1.181,9.0,2,2016
Joe's Violin,[99],1.181,5.9,8,2016
Shooting Clerks,"[35, 18]",1.181,5.0,2,2016
Director's Cut,"[27, 35, 53]",1.178,5.5,6,2018
Eat That Question: Frank Zappa in His Own Words,"[10402, 99]",1.176,8.5,4,2016
The Happy Film,[99],1.176,7.3,4,2016
Ovarian Psycos,[99],1.176,7.3,4,2016
Supergirl,[99],1.176,6.7,3,2016
The Escape,"[53, 28]",1.176,6.6,10,2016
Dusk,"[18, 53]",1.176,6.3,11,2015
House of Z,[99],1.175,7.6,8,2016
Connected,"[18, 878, 53]",1.175,6.0,1,2016
The 4%: Film's Gender Problem,[99],1.175,4.5,2,2016
Two Trains Runnin',[99],1.174,8.0,2,2016
"Debra Paget, For Example",[99],1.174,6.0,2,2016
Krampus Unleashed,[27],1.174,4.4,16,2016
The Raven (by Edgar Allan Poe),"[16, 18, 9648, 53]",1.172,10.0,1,2016
The Search for Life in Space,[99],1.169,6.4,9,2016
Albert,"[16, 10751]",1.168,7.0,2,2016
Virgin Hunters 2,"[35, 878]",1.167,7.5,2,2016
Midnight Show,"[35, 27]",1.167,7.0,2,2016
The Hollywood Shorties,[99],1.164,8.0,2,2016
The Kaos Brief,"[27, 878]",1.162,5.2,5,2016
The River Thief,"[80, 28, 12]",1.157,6.8,6,2016
Population Zero,"[80, 9648, 53]",1.153,5.5,19,2016
Shadows of the Dead,[27],1.153,5.3,12,2016
Executor,[28],1.153,4.0,1,2016
Lifeline,[53],1.151,7.0,1,2016
Sinbad and the War of the Furies,"[28, 12, 14]",1.151,5.6,7,2016
HoneyBee,"[27, 53]",1.151,4.1,8,2016
Best Worst Thing That Ever Could Have Happened...,[99],1.15,8.1,7,2016
Hidden Truth,[53],1.15,4.8,8,2016
It's So Easy and Other Lies,[99],1.146,6.2,6,2016
The Other Wife,"[18, 53]",1.146,5.5,4,2016
Defying the Nazis: The Sharps' War,[99],1.14,7.0,8,2016
The Wrong House,"[53, 10770]",1.14,6.6,5,2016
Destined,"[14, 18]",1.139,6.0,3,2017
Quantum is Calling,[],1.138,6.0,1,2016
Between,"[99, 12]",1.138,1.0,1,2016
"To Joey, with Love","[10402, 99, 10749]",1.137,10.0,1,2016
Dead Billy,"[9648, 18, 53, 27]",1.137,6.0,1,2016
Meridian,[],1.137,3.0,1,2016
Steve Hackett: The Total Experience Live in Liverpool,[10402],1.136,7.0,1,2016
Susie Sunshine,[],1.136,5.0,1,2016
Arrival: A Short Film,[16],1.135,6.0,1,2016
Incredible Spiders,[99],1.135,6.0,1,2016
Tango on the Balcony,[10752],1.135,4.0,1,2016
Pale Blue,[],1.134,9.0,1,2016
In Pursuit of Silence,[99],1.134,6.4,7,2016
Amexico,[18],1.134,4.0,1,2016
Lawless Range,"[37, 18]",1.133,6.5,1,2016
Blood Is Blood,[],1.133,5.5,6,2016
Christmas Ranch,[18],1.126,4.7,6,2016
You Are Not Alone,"[27, 53]",1.124,5.3,6,2016
The End Of The World As We Knew It,"[10402, 99]",1.123,10.0,1,2008
Family Possessions,[27],1.112,4.3,4,2016
Alive and Kicking,"[10402, 99, 36]",1.11,8.1,8,2017
Sister Cities,"[18, 10770]",1.103,7.1,22,2016
Max Rose,[18],1.103,5.5,7,2016
Season's Greetings,[10749],1.098,6.1,8,2016
21 Days Under the Sky,[99],1.097,6.7,7,2016
クレヨンしんちゃん 爆睡！ユメミーワールド大突撃,"[12, 16, 35, 10751, 14]",1.096,8.0,2,2016
American Experience: Murder of a President,[99],1.093,7.8,4,2016
El Jeremías,"[10751, 35, 18]",1.092,7.4,16,2016
Te Ata,[18],1.088,7.9,6,2017
Gleason,[99],1.085,8.4,28,2016
They Call Us Monsters,[99],1.085,7.1,12,2016
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,[35],1.085,5.3,4,2016
96 Souls,"[18, 9648, 878, 53]",1.083,4.8,4,2016
Betrothed,[53],1.079,3.8,5,2016
The Evil Gene,"[53, 27]",1.078,3.5,4,2016
Lucha Mexico,[99],1.077,6.8,5,2016
Dark Harvest,"[53, 80, 18]",1.077,4.8,5,2016
The Million Dollar Duck,[99],1.076,6.6,5,2016
Dying to Know: Ram Dass & Timothy Leary,[99],1.075,7.5,4,2016
Turbulence,"[28, 18, 53]",1.073,5.6,5,2016
Beautiful Prison,"[18, 27, 10749, 53]",1.073,5.1,9,2016
Becoming Mike Nichols,[99],1.071,7.0,6,2016
Tonight It's You,[27],1.071,6.3,7,2016
Six Gun Savior,"[28, 12, 18, 878, 37]",1.07,4.0,5,2016
Late Night Double Feature,"[53, 35, 27]",1.068,4.8,7,2016
Fairy Dust,"[18, 10402]",1.067,7.8,7,2016
10 Year Reunion,[53],1.067,2.3,3,2016
Martin Lawrence Doin’ Time,[35],1.066,5.4,7,2016
Growing Up Coy,[99],1.063,7.5,13,2016
KidPoker,[99],1.062,6.7,7,2016
機動戦士ガンダム THE ORIGIN III 暁の蜂起,"[28, 16, 878, 18]",1.061,7.5,2,2016
Stomping Ground,"[35, 27]",1.058,6.7,3,2014
Bus Driver,[28],1.053,5.4,5,2016
The 24 Hour War,[99],1.05,7.3,9,2016
Presenting Princess Shaw,[99],1.046,6.8,5,2016
Wild,[18],1.045,6.4,28,2016
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",[99],1.044,9.3,4,2016
Espaço Além - Marina Abramović e o Brasil,[99],1.044,8.7,3,2016
All This Panic,[99],1.044,5.8,5,2017
Ever After High: Epic Winter,"[10770, 35, 14, 10751]",1.039,8.7,6,2016
Genesee,[18],1.038,9.3,6,2016
Little Mermaid,"[18, 14, 10749]",1.037,5.9,6,2016
Conspiracy Theory,"[27, 878, 53]",1.037,2.0,3,2016
Simple Creature,"[53, 878]",1.036,7.0,6,2016
Jean of the Joneses,"[10749, 35]",1.035,6.8,5,2016
The Emperor of Time,"[18, 36]",1.034,6.8,4,2016
Rescue Dogs,"[35, 10751]",1.033,6.7,4,2016
Anomaly,"[878, 27, 9648]",1.033,2.8,5,2016
The Early Hatchling Gets The Worm,[16],1.031,5.0,4,2016
Coming Through the Rye,[18],1.029,6.6,16,2016
The Fourth Phase,"[99, 12]",1.027,7.3,10,2016
Einstein's God Model,"[53, 18, 878]",1.024,5.8,11,2016
Curmudgeons,[35],1.022,8.0,11,2016
Nuts!,[99],1.017,6.6,12,2016
Tiger Raid,[53],1.017,4.3,3,2016
Cyborg Hookers,"[35, 878]",1.015,7.0,2,2016
7 Rules,"[27, 53]",1.013,5.5,4,2016
Sons of Ben,[99],1.01,7.3,3,2015
Black Tar Road,"[10749, 18]",1.01,3.2,5,2016
Rush: Time Stand Still,"[10402, 99]",1.009,9.0,2,2016
Sandra Brown's White Hot,"[10770, 18, 9648]",1.009,4.0,4,2016
Norman Television,[16],1.008,6.0,5,2016
Too Legit,"[18, 35]",1.008,4.7,3,2016
Aquarium,"[16, 18]",1.006,9.0,1,2016
Finding Oscar,"[9648, 18, 99, 80, 36]",1.006,8.8,4,2016
Hired Gun,"[10402, 99]",1.006,7.5,19,2017
Chapter & Verse,"[18, 80]",1.006,7.0,4,2017
How To Tell You're A Douchebag,"[10749, 35]",1.006,3.7,6,2016
點五步,"[18, 36]",1.005,6.6,10,2016
Passage to Mars,"[12, 99, 878]",1.005,4.0,5,2016
Sia - Live at Coachella,[10402],1.004,9.0,1,2016
Operation Christmas,"[10770, 10749, 18]",1.004,6.7,19,2016
Collective: Unconscious,[],1.004,6.6,5,2016
Endless,[10402],1.003,10.0,4,2016
Broken Promise,"[10770, 53]",1.003,6.6,5,2016
Evidence of Truth,"[9648, 80, 53]",1.003,5.3,4,2016
We Love Paleo,[99],1.002,4.7,3,2016
The Odyssey,"[10402, 18]",1.001,9.5,4,2016
Electric Nostalgia,"[18, 878, 53]",1.001,8.7,3,2016
Dear President Obama,[99],1.001,7.5,2,2016
The Rogue One: A Star Wars Toy Story,[28],1.001,6.4,13,2016
Bodyguards: Secret Lives from the Watchtower,[99],1.001,5.5,4,2016
Little Miss Perfect,[18],1.0,5.4,4,2016
The Trans List,[99],0.997,6.0,4,2016
Dolly Parton's Christmas of Many Colors: Circle of Love,"[18, 10751]",0.997,4.9,9,2016
The Tell-Tale Heart,"[53, 27]",0.997,4.8,4,2016
Deserted,"[18, 53]",0.996,4.5,11,2016
"Signed, Sealed, Delivered: From the Heart","[18, 10749, 10770]",0.995,5.8,7,2016
Dead West,"[18, 80, 53, 27]",0.995,3.3,4,2016
Asino vola,[10751],0.995,3.0,2,2016
This House Has People in It,"[35, 27]",0.992,6.6,9,2016
Quarries,"[18, 27, 53]",0.987,5.5,17,2016
Overwatch Animated Short: Infiltration,"[28, 16]",0.986,7.7,26,2016
The Adventures of Mickey Matson and the Copperhead Conspiracy,[10751],0.984,5.0,11,2016
Rising Fear,[28],0.982,5.8,4,2017
Silver Skies,[35],0.977,6.3,4,2016
Mr. Neighbor's House,[35],0.974,9.0,1,2016
Swing Away,"[35, 18]",0.974,7.0,3,2017
Crazy About Tiffany's,[99],0.973,7.8,4,2016
COMIX: Beyond the Comic Book Pages,[99],0.973,6.0,4,2015
The Connected Universe,[99],0.967,10.0,2,2016
A Mosquito-Man,"[12, 53]",0.967,5.5,2,2016
Element,[53],0.964,9.0,1,2016
UIO: Sácame a pasear,[18],0.964,5.0,1,2016
Chainsaw,"[27, 35]",0.962,7.3,3,2016
Climate Hustle,[99],0.961,4.0,3,2016
Girlfriends of Christmas Past,"[10749, 35, 10770]",0.961,3.8,11,2016
Definition of Fear,[27],0.96,6.0,2,2016
Lilin's Brood,[27],0.96,2.5,2,2016
Oscuro Animal,[18],0.959,7.0,3,2016
Halal Love,"[10749, 35, 18]",0.959,5.7,3,2016
Prep School,[18],0.959,4.3,3,2016
A World Unseen: The Revenant,[99],0.958,6.1,10,2016
An American Girl Story - Maryellen 1955: Extraordinary Christmas,[10751],0.954,6.0,1,2016
20 Seconds of Courage,[18],0.95,8.8,10,2016
The Void,"[14, 27, 53, 878]",0.948,5.3,3,2016
Christmas All Over Again,"[10751, 35]",0.948,5.0,3,2016
The Men of Outpost 31,[],0.947,8.3,3,2016
Hoshino,[878],0.947,7.3,3,2016
The Choice 2016,[99],0.947,4.0,3,2016
Craft: The California Beer Documentary,[99],0.945,8.0,3,2016
The Mermaid Princess,[16],0.945,3.8,3,2016
Krishnopokkho,[],0.944,6.7,3,2016
Killer,"[35, 18]",0.943,10.0,3,2016
Sonita,"[99, 10402]",0.942,7.1,13,2016
The Anthropologist,[99],0.941,10.0,2,2016
After Adderall,[],0.941,5.0,1,2016
Tom Papa: Human Mule,[35],0.939,8.0,2,2016
Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,[99],0.939,6.6,7,2016
Where is Robert Fisher?,[],0.936,6.7,7,2016
South of 8,"[28, 80, 18, 878, 53]",0.934,0.0,1,2017
Millennials: The Musical,[35],0.933,6.8,2,2016
Dennis Hopper: Uneasy Rider,[99],0.932,7.0,2,2016
Detours,"[35, 18]",0.931,7.0,2,2016
Autism in Love,[99],0.93,6.3,7,2015
Sui Side Inn,[18],0.929,5.0,1,2016
And Hell Awaits,[27],0.929,1.0,1,2016
No Tomorrow - A TURBO KID Tale,"[878, 28, 18]",0.928,8.1,9,2016
Blood on the Mountain,[99],0.928,7.3,7,2016
Comfort,"[10749, 18]",0.927,6.0,1,2016
Murder Unresolved,"[53, 80, 18, 10770]",0.925,4.0,2,2016
Snö,"[16, 99]",0.924,6.0,2,2016
Ares III: Refocused,[],0.924,1.0,2,2016
The Stepsister,"[18, 53]",0.922,7.0,7,2016
Game of Aces,"[10752, 28, 12]",0.922,5.0,1,2016
Free In Deed,[18],0.921,7.0,2,2016
Pet Fooled,[99],0.918,7.5,8,2016
The Bug: Life and Times of the People's Car,[99],0.918,5.5,2,2016
Princess Sofia: The Secret Bookstore,"[14, 16]",0.918,4.0,2,2016
"Santana IV: Live at The House of Blues, Las Vegas","[99, 10402]",0.917,8.5,2,2016
Major Deal,[35],0.917,4.0,2,2016
Voyage of Time: The IMAX Experience,[99],0.916,6.6,10,2016
Fishes 'n Loaves: Heaven Sent,[35],0.916,6.0,2,2016
Tony Conrad: Completely in the Present,[99],0.915,8.0,2,2016
Lightningface,"[18, 35]",0.915,4.5,2,2016
Jack Logan,[],0.914,6.0,2,2016
Trailer Trauma 2: Drive-In Monsterama,[27],0.914,5.5,2,2016
In Search of Israeli Cuisine,[99],0.913,6.0,2,2016
Command and Control,[99],0.911,6.4,15,2016
City of Gold,[99],0.911,6.1,17,2016
Murder City Angels,"[80, 18]",0.908,5.3,2,2014
Ivory.  A Crime Story,[99],0.907,7.2,6,2016
Do Not Resist,[99],0.906,6.8,18,2016
Bender,"[18, 36, 53, 37]",0.905,3.0,1,2016
Tony Bennett Celebrates 90,"[10402, 99]",0.902,10.0,1,2016
Seances,[9648],0.902,6.0,1,2016
Men Go to Battle,[],0.9,5.0,6,2016
Psychogenic Fugue,[53],0.899,9.0,1,2016
Slipknot: Rock in Rio 2015,[10402],0.893,8.0,1,2016
Can We Take a Joke?,[99],0.893,7.5,6,2016
A Boy Called Po,"[14, 18]",0.893,6.5,15,2016
BearCity 3,"[35, 18, 10749]",0.893,5.0,1,2016
Bloody Bobby,[27],0.893,4.0,1,2016
Hidden Colors 4: The Religion of White Supremacy,[99],0.891,6.9,9,2016
Sickhouse,"[27, 53]",0.89,3.0,1,2016
Lust on the French Riviera,[10749],0.888,10.0,1,2016
The Meme Machine,[99],0.888,7.0,1,2016
Space Clown,"[35, 27]",0.888,2.0,1,2016
Donald Trump: The Apprentice President?,[99],0.888,1.0,1,2016
Diani and Devine Meet the Apocalypse,"[12, 35]",0.887,10.0,1,2016
Pervert Boy,"[80, 18]",0.887,7.0,1,2016
Blackbird,"[27, 53]",0.887,6.0,1,2016
Bruce Lee: Tracking the Dragon,[99],0.887,6.0,1,2016
Urth,[99],0.887,6.0,1,2016
Unbelievable!!!!!,"[878, 35]",0.887,6.0,1,2016
Leaves of the Tree,[],0.887,0.0,1,2016
What's Eating Todd?,[],0.886,10.0,1,2016
The Videoblogs,[18],0.886,6.0,1,2016
Burning Bodhi,[18],0.886,5.4,8,2016
Lost Theaters of Wichita,[99],0.886,2.0,1,2016
Porches and Private Eyes,"[35, 9648, 10770]",0.886,1.0,1,2016
Black Coral,[99],0.885,10.0,1,2016
Departure,"[10749, 18]",0.885,10.0,1,2016
Veni Bici Sushi: A Bicycle Journey,"[12, 99]",0.885,2.0,1,2016
Worth the Wait,[],0.884,10.0,1,2016
Serial Thriller： The Head Hunter,[80],0.884,8.0,1,2016
Breathin': The Eddy Zheng Story,[99],0.884,8.0,1,2016
Admins,[35],0.884,7.0,1,2016
The Rally - LA,"[80, 18]",0.884,6.0,1,2016
Max & James & Danielle,[99],0.884,6.0,1,2016
The Great Sasuke,[99],0.884,0.5,1,2016
Eternal Funeral,[10402],0.883,10.0,1,2016
Ennui,[10402],0.883,10.0,1,2016
Ash vs. LOBO and the DC Dead,[],0.883,10.0,1,2016
Hard Reset,"[28, 53, 878]",0.883,6.0,1,2016
Army Dog,[28],0.883,5.0,1,2016
Actor Martinez,[18],0.883,2.0,1,2016
Many Beautiful Things,"[99, 36]",0.882,6.0,1,2015
Death in the Desert,[],0.882,4.0,1,2015
The Prey,"[53, 28, 27]",0.882,0.0,1,2016
Pear Cider and Cigarettes,[],0.878,6.7,16,2016
Odd Squad: The Movie,"[10751, 35]",0.878,5.7,3,2016
Adele at the BBC,"[99, 10402, 10770]",0.875,7.9,9,2016
Hotel of the Damned,"[53, 27]",0.875,3.4,5,2016
The Phoenix Tapes '97,"[27, 878, 99]",0.873,5.8,9,2016
All Out Dysfunktion!,[35],0.871,2.7,6,2016
Geist,"[16, 18, 27]",0.87,8.0,5,2016
Auschwitz,[99],0.87,8.0,5,2016
Dark Night,[18],0.864,5.7,14,2016
Abortion: Stories Women Tell,"[99, 10770]",0.86,7.0,5,2016
How to Lose Weight in 4 Easy Steps!,"[18, 35, 10749]",0.854,8.2,5,2016
Peter and the Farm,[99],0.854,7.4,10,2016
Fantastic Lies,"[99, 36]",0.85,7.1,7,2016
LoveTrue,[99],0.85,6.6,7,2016
The Follower,"[53, 10770]",0.848,4.3,7,2016
Cameron Esposito: Marriage Material,[35],0.844,7.0,4,2016
Motherland,"[35, 18]",0.84,10.0,1,2016
Bridge,"[18, 9648]",0.84,10.0,1,2016
Peak Phosphorus,"[878, 16]",0.84,10.0,1,2016
The Next Door,"[28, 18, 53]",0.84,10.0,1,2016
Becky Prim,[],0.84,10.0,1,2016
Alex,"[53, 35]",0.84,10.0,1,2016
Queen Wasp,[],0.84,10.0,1,2016
Marital Rape Is Real,[18],0.84,10.0,1,2016
Raising Bertie,[99],0.84,10.0,2,2017
L'Appel,"[18, 14, 9648, 53]",0.84,10.0,1,2016
Britney: Piece of Me Revamped,[10402],0.84,9.5,2,2016
Jill Drew and D.A. Pennebaker,[99],0.84,9.0,1,2016
Finding Home,[18],0.84,9.0,1,2016
Torrey Pines,"[12, 16, 18]",0.84,9.0,2,2016
Last Warning,[27],0.84,9.0,2,2016
A Billion Colour Story,[18],0.84,8.7,3,2016
LEGO Ghostbusters,"[12, 16, 35]",0.84,8.5,2,2016
FNAF: The Musical,"[27, 10402, 35]",0.84,8.3,3,2015
The Graveyard Shift,[],0.84,8.0,1,2016
Fluffy,[35],0.84,8.0,1,2016
Sharon Malone and Eric Holder,[99],0.84,8.0,1,2016
ISIS: Rise of Terror,[99],0.84,8.0,1,2016
Trivia Night,[35],0.84,8.0,1,2016
Secret Garden - Live at Kilden,[10402],0.84,8.0,1,2016
Judging Japan,"[99, 36, 10770]",0.84,8.0,1,2016
The Prison in Twelve Landscapes,[99],0.84,8.0,1,2016
Heart Like a Hand Grenade,"[10402, 99]",0.84,8.0,3,2015
"Houston, We Have a Problem!",[99],0.84,7.9,16,2016
This Magic Moment,[99],0.84,7.7,10,2016
Solitary,[99],0.84,7.3,3,2016
Être cheval,[],0.84,7.0,1,2016
The Drawing,[27],0.84,7.0,1,2016
Anderson Bench,"[35, 18, 27]",0.84,7.0,2,2016
Monsters Anonymous,"[27, 35]",0.84,7.0,1,2016
Rumble,[18],0.84,7.0,1,2016
Bloody Barbara,[99],0.84,7.0,1,2016
ಮಾಸ್ಟರ್ ಪೀಸ್,"[18, 28, 35]",0.84,7.0,2,2016
Fishtales,"[16, 10751]",0.84,7.0,4,2016
Suburbanite,[53],0.84,7.0,1,2016
"Help, I've Shrunk The Family",[10751],0.84,6.4,4,2016
Obit,[99],0.84,6.4,8,2017
Opening Night,[35],0.84,6.3,3,2016
Little Gandhi,[99],0.84,6.0,1,2016
The Fallen,"[12, 28]",0.84,6.0,1,2016
Selfie Cat,[16],0.84,6.0,1,2016
Imperfections,"[9648, 35, 80]",0.84,6.0,3,2016
Newlywed and Dead,"[53, 18]",0.84,6.0,5,2016
Paint It Black,[18],0.84,6.0,12,2016
Zud,[18],0.84,6.0,2,2016
Carole King: Natural Woman,[99],0.84,6.0,1,2016
Believeland,[99],0.84,5.8,4,2016
Battalion to My Beat,[18],0.84,5.5,2,2016
The Liberators,"[99, 36, 10752]",0.84,5.3,3,2016
Spooky Stakeout,[12],0.84,5.0,1,2016
Me2,[],0.84,5.0,1,2016
Lilith's Awakening,"[14, 27, 53]",0.84,5.0,1,2016
The Mulberry Bush,[18],0.84,5.0,1,2016
Prayer Never Fails,[10751],0.84,5.0,3,2016
Et maintenant nous sommes en vie,[],0.84,5.0,1,2016
Good Kids,[18],0.84,4.5,2,2016
Florence,[],0.84,4.0,1,2016
#Rucker50,[99],0.84,3.7,3,2016
A Christmas to Dismember,[],0.84,3.5,2,2016
The Wrong Child,[53],0.84,3.5,4,2016
Pretty Little Addict,"[18, 53]",0.84,3.5,2,2016
A Guidebook to Killing Your Ex,"[27, 35, 18]",0.84,3.0,1,2016
3 Seconds,[],0.84,3.0,2,2016
Trigger,"[28, 878]",0.84,2.5,1,2016
Transmutation: Deep Water Horizon,[27],0.84,2.0,1,2016
Brothers' Day,"[80, 18]",0.84,2.0,1,2016
The New York Butcher,"[9648, 80, 27]",0.84,1.0,2,2016
Leaving Vogue Moran,[99],0.84,1.0,1,2016
Wrestling With Faith,[99],0.84,0.0,1,2016
My Guardian Angel,[53],0.839,7.4,7,2016
Llama Nation,[99],0.836,0.0,1,2016
Unkahi,"[18, 10749]",0.834,10.0,1,2016
The D in David,[16],0.834,7.3,16,2016
iHeartRadio Jingle Ball 2016,[10402],0.833,7.0,1,2016
Folk Hero & Funny Guy,[35],0.833,6.2,5,2016
Show Yourself,"[18, 27]",0.832,8.0,1,2016
Killer Coach,"[80, 18, 53]",0.832,5.9,7,2016
The Moonlight Man,[27],0.831,4.3,6,2016
The Haunted House on Kirby Road,"[12, 35, 27]",0.83,2.8,8,2016
River of Grass,"[18, 35]",0.825,6.8,15,1995
